sentence,label
لو كان لديك آلة زمن أي زمن ستختارين و لماذا ؟,لو كان لديك آلة زمن، أي زمن ستختارين لو كان لديك آلة زمن، ولماذا ستختارين ذلك الزمن؟
الغربيون غالباً ما ينسون هذه الحقيقة، أما غير الغربيين فلا.,الغربيون غالباً ما ينسون هذه الحقيقة، أما غير الغربيين فلا ينسون هذه الحقيقة.
لم أنم جيدا منذ شهور!! كما أن معدتي تؤلمني جدا وظهري أيضا.,لم أنم جيدا منذ شهور!! كما أن معدتي تؤلمني جدا وظهري أيضا يؤلمني جدا.
نابليون بونابرت,نابليون بونابرت هو نابليون بونابرت.
بمنحها العناية والحب.,بمنحها العناية والحب أعني بمنحها العناية والحب.
هل يمكن ذلك عن طريق أى جامعة أجنبية أو عربية و كيف ؟,هل يمكن ذلك عن طريق أى جامعة أجنبية أو عربية، وكيف يمكن ذلك؟
فيلم تسجيلى عن بداية تأسيس المستشفى و آخر عن أشهر الفنانين الذين قاموا بزيارة بهية.,فيلم تسجيلى عن بداية تأسيس المستشفى و فيلم تسجيلى آخر عن أشهر الفنانين الذين قاموا بزيارة بهية.
الشباب يتسوقون من المواقع الإلكترونية ونحن من المتاجر التقليدية,الشباب يتسوقون من المواقع الإلكترونية ونحن نتسوق من المتاجر التقليدية
متى حدثت معركة ذات السواري و أين ؟,متى حدثت معركة ذات السواري و أين حدثت معركة ذات السواري؟
فدراسة تتحدث عن الفوائد وعن المضار,فدراسة تتحدث عن الفوائد وتَتَحَدَّثُ عن المضار
الغراء أو البراغي.,الغراء استخدمْ أو البراغي استخدمْ.
من يحطم التماثيل؟ الفاشلون والناجحون أيضا.,من يحطم التماثيل؟ الفاشلون يحطمون التماثيل والناجحون أيضا يحطمون التماثيل.
ثم عاد الضيف بقصيدة عن ذكرى عبور السويس و أخرى عن الغزل,ثم عاد الضيف بقصيدة عن ذكرى عبور السويس و عاد الضيف بقصيدة أخرى عن الغزل
من حيث المبدأ الدعم بشكله الحالي فيه إهدار كبير ويستفيد منه ميسور الحال أكثر من المحتاج ووجب اصلاحه، ولكن كيف ؟,من حيث المبدأ الدعم بشكله الحالي فيه إهدار كبير ويستفيد منه ميسور الحال أكثر من المحتاج ووجب اصلاحه، ولكن كيف يجب اصلاحه؟
يجب أن انتقل إلى شقتي! ولكن كيف ؟,يجب أن أنتقل إلى شقتي! ولكن كيف يجب أن أنتقل إلى شقتي؟
لأن المرأة عبر التاريخ استخدمت كأداة لوظائف محددة والرجل كذلك.,لأن المرأة عبر التاريخ استخدمت كأداة لوظائف محددة والرجل استخدم كأداة لوظائف محددة كذلك.
جوزيف ستالين,جوزيف ستالين هو جوزيف ستالين.
هم يسافرون إلى أمريكا ونحن إلى أوروبا,هم يسافرون إلى أمريكا ونحن نسافر إلى أوروبا
إذا شعرت ان البيت قد كثرت فيه المشاكل فاعلم أن الشيطان هناك فعليك أن تجتهد بطرده ولكن كيف ؟,ولكن كيف تطرده؟
بتعليمهم أهميته.,بتعليمهم أهميته هو.
